Const. No.,Constituency,Leading Candidate,Leading Party,Margin,Party Category,Status,Trailing Candidate,Trailing Party
9,BHARATPUR,SANJNA JATAV,Indian National Congress,51983,INC,Result Declared,RAMSWAROOP KOLI,Bharatiya Janata Party
9,Dhenkanal,RUDRA NARAYAN PANY,Bharatiya Janata Party,76567,BJP,Result Declared,ABINASH SAMAL,Biju Janata Dal
9,Faridkot,SARABJEET SINGH KHALSA,Independent,70053,Other,Result Declared,KARAMJIT SINGH ANMOL,Aam Aadmi Party
9,GURGAON,RAO INDERJIT SINGH,Bharatiya Janata Party,75079,BJP,Result Declared,RAJ BABBAR,Indian National Congress
9,Hyderabad,ASADUDDIN OWAISI,All India Majlis-E-Ittehadul Muslimeen,338087,Other,Result Declared,MADHAVI LATHA KOMPELLA,Bharatiya Janata Party
9,Jamshedpur,BIDYUT BARAN MAHATO,Bharatiya Janata Party,259782,BJP,Result Declared,SAMIR KUMAR MOHANTY,Jharkhand Mukti Morcha
9,Jangipur,KHALILUR RAHAMAN,All India Trinamool Congress,116637,Other,Result Declared,MURTOJA HOSSAIN BOKUL,Indian National Congress
9,KRISHNAGIRI,GOPINATH K,Indian National Congress,192486,INC,Result Declared,JAYAPRAKASH V,All India Anna Dravida Munnetra Kazhagam
9,MAHASAMUND,ROOP KUMARI CHOUDHARY,Bharatiya Janata Party,145456,BJP,Result Declared,TAMRADHWAJ SAHU,Indian National Congress
9,Nagaon,PRADYUT BORDOLOI,Indian National Congress,212231,INC,Result Declared,SURESH BORAH,Bharatiya Janata Party
9,Narsapuram,BHUPATHI RAJU SRINIVASA VARMA (B.J.P.VARMA),Bharatiya Janata Party,276802,BJP,Result Declared,UMABALA GUDURI,Yuvajana Sramika Rythu Congress Party
9,Ramtek,Shyamkumar (Babalu) Daulat Barve,Indian National Congress,76768,INC,Result Declared,RAJU DEONATH PARVE,Shiv Sena
9,SATNA,GANESH SINGH,Bharatiya Janata Party,84949,BJP,Result Declared,DABBU SIDDHARTH SUKHLAL KUSHWAHA,Indian National Congress
9,Surendranagar,CHANDUBHAI CHHAGANBHAI SHIHORA,Bharatiya Janata Party,261617,BJP,Result Declared,RUTVIKBHAI LAVJIBHAI MAKWANA,Indian National Congress
10,Baharampur,PATHAN YUSUF,All India Trinamool Congress,85022,Other,Result Declared,ADHIR RANJAN CHOWDHURY,Indian National Congress
10,BASTAR,MAHESH KASHYAP,Bharatiya Janata Party,55245,BJP,Result Declared,KAWASI LAKHMA,Indian National Congress
10,Bolangir,SANGEETA KUMARI SINGH DEO,Bharatiya Janata Party,132664,BJP,Result Declared,SURENDRA SINGH BHOI,Biju Janata Dal
10,Chevella,KONDA VISHWESHWAR REDDY,Bharatiya Janata Party,172897,BJP,Result Declared,DR GADDAM RANJITH REDDY,Indian National Congress
10,DHARMAPURI,MANI. A.,Dravida Munnetra Kazhagam,21300,Other,Result Declared,SOWMIYA ANBUMANI,Pattali Makkal Katch
10,Eluru,PUTTA MAHESH KUMAR,Telugu Desam,181857,Other,Result Declared,KARUMURI SUNIL KUMAR,Yuvajana Sramika Rythu Congress Party
10,FARIDABAD,KRISHAN PAL,Bharatiya Janata Party,172914,BJP,Result Declared,MAHENDER PRATAP SINGH,Indian National Congress
10,Firozpur,SHER SINGH GHUBAYA,Indian National Congress,3242,INC,Result Declared,JAGDEEP SINGH KAKA BRAR,Aam Aadmi Party
10,Haveri,BASAVARAJ BOMMAI,Bharatiya Janata Party,43513,BJP,Result Declared,ANANDSWAMY GADDADEVARMATH,Indian National Congress
10,KARAULI-DHOLPUR,BHAJAN LAL JATAV,Indian National Congress,98945,INC,Result Declared,INDU DEVI,Bharatiya Janata Party
10,Kaziranga,KAMAKHYA PRASAD TASA,Bharatiya Janata Party,248947,BJP,Result Declared,ROSELINA TIRKEY,Indian National Congress
10,Kishanganj,MOHAMMAD JAWED,Indian National Congress,59692,INC,Result Declared,MUJAHID ALAM,Janata Dal (United)
10,Meerut,ARUN GOVIL,Bharatiya Janata Party,10585,BJP,Result Declared,SUNITA VERMA,Samajwadi Party
10,Nagpur,NITIN JAIRAM GADKARI,Bharatiya Janata Party,137603,BJP,Result Declared,VIKAS THAKRE,Indian National Congress
10,Rajkot,PARSHOTTAMBHAI RUPALA,Bharatiya Janata Party,484260,BJP,Result Declared,DHANANI PARESH,Indian National Congress
10,REWA,JANARDAN MISHRA,Bharatiya Janata Party,193374,BJP,Result Declared,NEELAM ABHAY MISHRA,Indian National Congress
10,Singhbhum,JOBA MAJHI,Jharkhand Mukti Morcha,168402,Other,Result Declared,GEETA KORA,Bharatiya Janata Party
10,Thrissur,SURESH GOPI,Bharatiya Janata Party,74686,BJP,Result Declared,ADV V S SUNILKUMAR,Communist Party of India
11,Baghpat,DR RAJKUMAR SANGWAN,Rashtriya Lok Dal,159459,Other,Result Declared,AMARPAL,Samajwadi Party
11,Bathinda,HARSIMRAT KAUR BADAL,Shiromani Akali Dal,49656,Other,Result Declared,GURMEET SINGH KHUDIAN,Aam Aadmi Party
11,Bhandara Gondiya,DR. PRASHANT YADAORAO PADOLE,Indian National Congress,37380,INC,Result Declared,SUNIL BABURAO MENDHE,Bharatiya Janata Party
11,Chalakudy,BENNY BEHANAN,Indian National Congress,63754,INC,Result Declared,PROF C RAVEENDRANATH,Communist Party of India (Marxist)
11,DAUSA,MURARI LAL MEENA,Indian National Congress,237340,INC,Result Declared,KANHAIYA LAL MEENA,Bharatiya Janata Party
11,Dharwad,PRALHAD JOSHI,Bharatiya Janata Party,97324,BJP,Result Declared,VINOD ASOOTI,Indian National Congress
11,Kalahandi,MALVIKA DEVI,Bharatiya Janata Party,133813,BJP,Result Declared,LAMBODAR NIAL,Biju Janata Dal
11,KANKER,BHOJRAJ NAG,Bharatiya Janata Party,1884,BJP,Result Declared,BIRESH THAKUR,Indian National Congress
11,Katihar,TARIQ ANWAR,Indian National Congress,49863,INC,Result Declared,DULAL CHANDRA GOSWAMI,Janata Dal (United)
11,Khunti,KALI CHARAN MUNDA,Indian National Congress,149675,INC,Result Declared,ARJUN MUNDA,Bharatiya Janata Party
11,Machilipatnam,BALASHOWRY VALLABHANENI,Janasena Party,223179,Other,Result Declared,SIMHADRI CHANDRA SEKHAR RAO,Yuvajana Sramika Rythu Congress Party
11,Mahbubnagar,ARUNA. D. K,Bharatiya Janata Party,4500,BJP,Result Declared,CHALLA VAMSHI CHAND REDDY,Indian National Congress
11,Murshidabad,ABU TAHER KHAN,All India Trinamool Congress,164215,Other,Result Declared,MD SALIM,Communist Party of India (Marxist)
11,Porbandar,DR. MANSUKH MANDAVIYA,Bharatiya Janata Party,383360,BJP,Result Declared,LALIT VASOYA,Indian National Congress
11,SIDHI,DR. RAJESH MISHRA,Bharatiya Janata Party,206416,BJP,Result Declared,KAMLESHWAR INDRAJIT KUMAR,Indian National Congress
11,Sonitpur,RANJIT DUTTA,Bharatiya Janata Party,361408,BJP,Result Declared,PREMLAL GANJU,Indian National Congress
11,TIRUVANNAMALAI,"ANNADURAI, C.N.",Dravida Munnetra Kazhagam,233931,Other,Result Declared,KALIYAPERUMAL M,All India Anna Dravida Munnetra Kazhagam
12,ARANI,THARANIVENTHAN M S,Dravida Munnetra Kazhagam,208766,Other,Result Declared,"GAJENDRAN, G.V.",All India Anna Dravida Munnetra Kazhagam
12,Ernakulam,HIBI EDEN,Indian National Congress,250385,INC,Result Declared,K. J. SHINE TEACHER,Communist Party of India (Marxist)
12,Gadchiroli - Chimur,DR. KIRSAN NAMDEO,Indian National Congress,141696,INC,Result Declared,ASHOK MAHADEORAO NETE,Bharatiya Janata Party
12,Ghaziabad,ATUL GARG,Bharatiya Janata Party,336965,BJP,Result Declared,DOLLY SHARMA,Indian National Congress
12,Jamnagar,POONAMBEN HEMATBHAI MAADAM,Bharatiya Janata Party,238008,BJP,Result Declared,ADVOCATE J. P. MARAVIYA,Indian National Congress
12,Krishnanagar,MAHUA MOITRA,All India Trinamool Congress,56705,Other,Result Declared,AMRITA ROY,Bharatiya Janata Party
12,Lakhimpur,PRADAN BARUAH,Bharatiya Janata Party,201257,BJP,Result Declared,UDAY SHANKAR HAZARIKA,Indian National Congress
12,Lohardaga,SUKHDEO BHAGAT,Indian National Congress,139138,INC,Result Declared,SAMIR ORAON,Bharatiya Janata Party
12,Nabarangpur,BALABHADRA MAJHI,Bharatiya Janata Party,87536,BJP,Result Declared,PRADEEP KUMAR MAJHI,Biju Janata Dal
12,Nagarkurnool,DR.MALLU RAVI,Indian National Congress,94414,INC,Result Declared,BHARATH PRASAD POTHUGANTI,Bharatiya Janata Party
12,Purnia,RAJESH RANJAN ALIAS PAPPU YADAV,Independent,23847,Other,Result Declared,SANTOSH KUMAR,Janata Dal (United)
12,Sangrur,GURMEET SINGH MEET HAYER,Aam Aadmi Party,172560,Other,Result Declared,SUKHPAL SINGH KHAIRA,Indian National Congress
12,SHAHDOL,SMT. HIMADRI SINGH,Bharatiya Janata Party,397340,BJP,Result Declared,PHUNDE LAL SINGH MARKO,Indian National Congress
12,TONK-SAWAI MADHOPUR,HARISH CHANDRA MEENA,Indian National Congress,64949,INC,Result Declared,SUKHBIR SINGH JAUNAPURIA,Bharatiya Janata Party
12,Uttara Kannada,VISHWESHWAR HEGDE KAGERI,Bharatiya Janata Party,337428,BJP,Result Declared,DR. ANJALI NIMBALKAR,Indian National Congress
12,Vijayawada,KESINENI SIVANATH (CHINNI),Telugu Desam,282085,Other,Result Declared,KESINENI SRINIVAS (NANI),Yuvajana Sramika Rythu Congress Party
13,AJMER,BHAGIRATH CHOUDHARY,Bharatiya Janata Party,329991,BJP,Result Declared,RAMCHANDRA CHOUDHARY,Indian National Congress
13,Chandrapur,DHANORKAR PRATIBHA SURESH ALIAS BALUBHAU,Indian National Congress,260406,INC,Result Declared,MUNGANTIWAR SUDHIR SACCHIDANAND,Bharatiya Janata Party
13,Davanagere,DR. PRABHA MALLIKARJUN,Indian National Congress,26094,INC,Result Declared,GAYITHRI SIDDESHWARA,Bharatiya Janata Party
13,Dibrugarh,SARBANANDA SONOWAL,Bharatiya Janata Party,279321,BJP,Result Declared,LURINJYOTI GOGOI,Assam Jatiya Parishad
13,Gautam Buddha Nagar,DR. MAHESH SHARMA,Bharatiya Janata Party,559472,BJP,Result Declared,DR. MAHENDRA SINGH NAGAR,Samajwadi Party
13,Guntur,DR CHANDRA SEKHAR PEMMASANI,Telugu Desam,344695,Other,Result Declared,KILARI VENKATA ROSAIAH,Yuvajana Sramika Rythu Congress Party
13,Idukki,ADV. DEAN KURIAKOSE,Indian National Congress,133727,INC,Result Declared,ADV. JOICE GEORGE,Communist Party of India (Marxist)
13,JABALPUR,ASHISH DUBEY,Bharatiya Janata Party,486674,BJP,Result Declared,DINESH YADAV,Indian National Congress
13,Junagadh,CHUDASAMA RAJESHBHAI NARANBHAI,Bharatiya Janata Party,135494,BJP,Result Declared,JOTVA HIRABHAI ARJANBHAI,Indian National Congress
13,Kandhamal,SUKANTA KUMAR PANIGRAHI,Bharatiya Janata Party,21371,BJP,Result Declared,ACHYUTANANDA SAMANTA,Biju Janata Dal
13,Madhepura,DINESH CHANDRA YADAV,Janata Dal (United),174534,Other,Result Declared,DA KUMAR CHANDRADEEP,Rashtriya Janata Dal
13,Nalgonda,KUNDURU RAGHUVEER,Indian National Congress,559905,INC,Result Declared,SAIDI REDDY SHANAMPUDI,Bharatiya Janata Party
13,Palamau,VISHNU DAYAL RAM,Bharatiya Janata Party,288807,BJP,Result Declared,MAMTA BHUIYAN,Rashtriya Janata Dal
13,Patiala,DR DHARAMVIRA GANDHI,Indian National Congress,14831,INC,Result Declared,DR BALBIR SINGH,Aam Aadmi Party
13,Ranaghat,JAGANNATH SARKAR,Bharatiya Janata Party,186899,BJP,Result Declared,MUKUT MANI ADHIKARI,All India Trinamool Congress
13,VILUPPURAM,RAVIKUMAR. D,Viduthalai Chiruthaigal Katch,70703,Other,Result Declared,BHAGYARAJ. J,All India Anna Dravida Munnetra Kazhagam
14,Amreli,BHARATBHAI MANUBHAI SUTARIYA,Bharatiya Janata Party,321068,BJP,Result Declared,JENNY THUMMAR,Indian National Congress
14,Bangaon,SHANTANU THAKUR,Bharatiya Janata Party,73693,BJP,Result Declared,BISWAJIT DAS S/O LATE BIJAY KRISHNA DAS,All India Trinamool Congress
14,Bhongir,CHAMALA KIRAN KUMAR REDDY,Indian National Congress,222170,INC,Result Declared,DR. BOORA NARSAIAH GOUD,Bharatiya Janata Party
14,Bulandshahr,DR BHOLA SINGH,Bharatiya Janata Party,275134,BJP,Result Declared,SHIVRAM,Indian National Congress
14,Cuttack,BHARTRUHARI MAHTAB,Bharatiya Janata Party,57077,BJP,Result Declared,SANTRUPT MISRA,Biju Janata Dal
14,Darbhanga,GOPAL JEE THAKUR,Bharatiya Janata Party,178156,BJP,Result Declared,LALIT KUMAR YADAV,Rashtriya Janata Dal
14,Hazaribagh,MANISH JAISWAL,Bharatiya Janata Party,276686,BJP,Result Declared,JAI PRAKASH BHAI PATEL,Indian National Congress
14,Jorhat,GAURAV GOGOI,Indian National Congress,144393,INC,Result Declared,TOPON KUMAR GOGOI,Bharatiya Janata Party
14,KALLAKURICHI,MALAIYARASAN D,Dravida Munnetra Kazhagam,53784,Other,Result Declared,KUMARAGURU R,All India Anna Dravida Munnetra Kazhagam
14,Kottayam,ADV K FRANCIS GEORGE,Kerala Congress,87266,Other,Result Declared,THOMAS CHAZHIKADAN,Kerala Congress (M)
14,MANDLA,FAGGAN SINGH KULASTE,Bharatiya Janata Party,103846,BJP,Result Declared,OMKAR SINGH MARKAM,Indian National Congress
14,NAGAUR,HANUMAN BENIWAL,Rashtriya Loktantrik Party,42225,Other,Result Declared,JYOTI MIRDHA,Bharatiya Janata Party
14,Narsaraopet,LAVU SRIKRISHNA DEVARAYALU,Telugu Desam,159729,Other,Result Declared,ANIL KUMAR POLUBOINA,Yuvajana Sramika Rythu Congress Party
14,Shimoga,B.Y.RAGHAVENDRA,Bharatiya Janata Party,243715,BJP,Result Declared,GEETHA SHIVARAJKUMAR,Indian National Congress
14,Yavatmal- Washim,SANJAY UTTAMRAO DESHMUKH,Shiv Sena (Uddhav Balasaheb Thackrey),94473,Other,Result Declared,RAJSHRITAI HEMANT PATIL (MAHALLE),Shiv Sena
15,Alappuzha,K. C VENUGOPAL,Indian National Congress,63513,INC,Result Declared,A. M ARIFF,Communist Party of India (Marxist)
15,Aligarh,SATISH KUMAR GAUTAM,Bharatiya Janata Party,15647,BJP,Result Declared,BIJENDRA SINGH,Samajwadi Party
15,BALAGHAT,BHARTI PARDHI,Bharatiya Janata Party,174512,BJP,Result Declared,SAMRAT ASHOK SINGH SARASWAR,Indian National Congress
15,Bapatla (SC),KRISHNA PRASAD TENNETI,Telugu Desam,208031,Other,Result Declared,NANDIGAM SURESH BABU,Yuvajana Sramika Rythu Congress Party
15,Barrackpur,PARTHA BHOWMICK,All India Trinamool Congress,64438,Other,Result Declared,ARJUN SINGH,Bharatiya Janata Party
15,Bhavnagar,NIMUBEN JAYANTIBHAI BAMBHANIYA (NIMUBEN BAMBHANIYA),Bharatiya Janata Party,455289,BJP,Result Declared,UMESHBHAI NARANBHAI MAKWANA,Aam Aadmi Party
15,Hingoli,AASHTIKAR PATIL NAGESH BAPURAO,Shiv Sena (Uddhav Balasaheb Thackrey),108602,Other,Result Declared,BABURAO KADAM KOHALIKAR,Shiv Sena
15,Kendrapara,BAIJAYANT PANDA,Bharatiya Janata Party,66536,BJP,Result Declared,ANSHUMAN MOHANTY,Biju Janata Dal
15,Muzaffarpur,RAJ BHUSHAN CHOUDHARY,Bharatiya Janata Party,234927,BJP,Result Declared,AJAY NISHAD,Indian National Congress
15,PALI,P. P. CHAUDHARY,Bharatiya Janata Party,245351,BJP,Result Declared,SANGEETA BENIWAL,Indian National Congress
15,SALEM,SELVAGANAPATHI T M,Dravida Munnetra Kazhagam,70357,Other,Result Declared,VIGNESH P,All India Anna Dravida Munnetra Kazhagam
15,Udupi Chikmagalur,KOTA SRINIVAS POOJARY,Bharatiya Janata Party,259175,BJP,Result Declared,K. JAYAPRAKASH HEGDE,Indian National Congress
15,Warangal,KADIYAM KAVYA,Indian National Congress,220339,INC,Result Declared,AROORI RAMESH,Bharatiya Janata Party
16,Anand,MITESH PATEL (BAKABHAI),Bharatiya Janata Party,89939,BJP,Result Declared,AMIT CHAVDA,Indian National Congress
16,CHHINDWARA,BUNTY VIVEK SAHU,Bharatiya Janata Party,113618,BJP,Result Declared,NAKUL KAMALNATH,Indian National Congress
16,Dum dum,SOUGATA RAY,All India Trinamool Congress,70660,Other,Result Declared,SILBHADRA DATTA,Bharatiya Janata Party
16,Hassan,SHREYAS. M. PATEL,Indian National Congress,42649,INC,Result Declared,PRAJWAL REVANNA,Janata Dal (Secular)
16,Hathras,ANOOP PRADHAN BALMIKI,Bharatiya Janata Party,247318,BJP,Result Declared,JASVEER VALMIKI,Samajwadi Party
16,Jagatsinghpur,BIBHU PRASAD TARAI,Bharatiya Janata Party,40696,BJP,Result Declared,DR. RAJASHREE MALLICK,Biju Janata Dal
16,JODHPUR,GAJENDRA SINGH SHEKHAWAT,Bharatiya Janata Party,115677,BJP,Result Declared,KARAN SINGH UCHIYARDA,Indian National Congress
16,Mahabubabad,BALRAM NAIK PORIKA,Indian National Congress,349165,INC,Result Declared,KAVITHA MALOTH,Bharat Rashtra Samith
16,Mavelikkara,KODIKUNNIL SURESH,Indian National Congress,10868,INC,Result Declared,ADV ARUN KUMAR C A,Communist Party of India
16,NAMAKKAL,MATHESWARAN V S,Dravida Munnetra Kazhagam,29112,Other,Result Declared,TAMILMANI S,All India Anna Dravida Munnetra Kazhagam
16,Nanded,CHAVAN VASANTRAO BALWANTRAO,Indian National Congress,59442,INC,Result Declared,CHIKHALIKAR PRATAPRAO GOVINDRAO,Bharatiya Janata Party
16,Ongole,MAGUNTA SREENIVASULU REDDY,Telugu Desam,50199,Other,Result Declared,DR CHEVIREDDY BHASKAR REDD,Yuvajana Sramika Rythu Congress Party
16,Vaishali,VEENA DEVI,Lok Janshakti Party(Ram Vilas),89634,Other,Result Declared,VIJAY KUMAR SHUKLA,Rashtriya Janata Dal
17,Barasat,KAKOLI GHOSH DASTIDAR,All India Trinamool Congress,114189,Other,Result Declared,SWAPAN MAJUMDER,Bharatiya Janata Party
17,BARMER,UMMEDA RAM BENIWAL,Indian National Congress,118176,INC,Result Declared,RAVINDRA SINGH BHATI,Independent
17,Dakshina Kannada,CAPTAIN BRIJESH CHOWTA,Bharatiya Janata Party,149208,BJP,Result Declared,PADMARAJ.R.POOJARY,Indian National Congress
17,ERODE,K E PRAKASH,Dravida Munnetra Kazhagam,236566,Other,Result Declared,ASHOK KUMAR,All India Anna Dravida Munnetra Kazhagam
17,Gopalganj,DR. ALOK KUMAR SUMAN,Janata Dal (United),127180,Other,Result Declared,PREM NATH CHANCHAL ALIAS CHANCHAL PASWAN,Vikassheel Insaan Party
17,HOSHANGABAD,DARSHAN SINGH CHOUDHARY,Bharatiya Janata Party,431696,BJP,Result Declared,SANJAY SHARMA SANJU BHAIYA,Indian National Congress
17,Khammam,RAMASAHAYAM RAGHURAM REDDY,Indian National Congress,467847,INC,Result Declared,NAMA NAGESWARA RAO,Bharat Rashtra Samith
17,Kheda,DEVUSINH CHAUHAN,Bharatiya Janata Party,357758,BJP,Result Declared,KALUSINH DABHI,Indian National Congress
17,Mathura,HEMAMALINI DHARMENDRA DEOL,Bharatiya Janata Party,293407,BJP,Result Declared,MUKESH DHANGAR,Indian National Congress
17,Nandyal,DR BYREDDY SHABARI,Telugu Desam,111975,Other,Result Declared,POCHA BRAHMANANDA REDDY,Yuvajana Sramika Rythu Congress Party
17,Parbhani,JADHAV SANJAY ( BANDU ) HARIBHAU,Shiv Sena (Uddhav Balasaheb Thackrey),134061,Other,Result Declared,JANKAR MAHADEV JAGANNATH,Rashtriya Samaj Paksha
17,Pathanamthitta,ANTO ANTONY,Indian National Congress,66119,INC,Result Declared,DR.T.M.THOMAS ISSAC,Communist Party of India (Marxist)
17,Puri,SAMBIT PATRA,Bharatiya Janata Party,104709,BJP,Result Declared,ARUP MOHAN PATNAIK,Biju Janata Dal
18,Agra,PROF S P SINGH BAGHEL,Bharatiya Janata Party,271294,BJP,Result Declared,SURESH CHAND KARDAM,Samajwadi Party
18,Basirhat,SK NURUL ISLAM,All India Trinamool Congress,333547,Other,Result Declared,REKHA PATRA,Bharatiya Janata Party
18,Bhubaneswar,APARAJITA SARANGI,Bharatiya Janata Party,35152,BJP,Result Declared,MANMATH KUMAR ROUTRAY,Biju Janata Dal
18,Chitradurga,GOVIND MAKTHAPPA KARJOL,Bharatiya Janata Party,48121,BJP,Result Declared,B.N.CHANDRAPPA,Indian National Congress
18,Jalna,KALYAN VAIJINATHRAO KALE,Indian National Congress,109958,INC,Result Declared,DANVE RAOSAHEB DADARAO,Bharatiya Janata Party
18,JALORE,LUMBARAM,Bharatiya Janata Party,201543,BJP,Result Declared,VAIBHAV GEHLOT,Indian National Congress
18,Kollam,N K PREMACHANDRAN,Revolutionary Socialist Party,150302,Other,Result Declared,M MUKESH,Communist Party of India (Marxist)
18,Kurnoolu,BASTIPATI NAGARAJU PANCHALINGALA,Telugu Desam,111298,Other,Result Declared,B Y RAMAIAH,Yuvajana Sramika Rythu Congress Party
18,Panchmahal,RAJPALSINH MAHENDRASINH JADAV,Bharatiya Janata Party,509342,BJP,Result Declared,GULABSINH SOMSINH CHAUHAN,Indian National Congress
18,Siwan,VIJAYLAKSHMI DEVI,Janata Dal (United),92857,Other,Result Declared,HENA SHAHAB,Independent
18,TIRUPPUR,"SUBBARAYAN, K.",Communist Party of India,125928,Other,Result Declared,"ARUNACHALAM, P.",All India Anna Dravida Munnetra Kazhagam
18,VIDISHA,SHIVRAJ SINGH CHOUHAN,Bharatiya Janata Party,821408,BJP,Result Declared,PRATAPBHANU SHARMA,Indian National Congress
19,Ananthapur,AMBICA G LAKSHMINARAYANA VALMIKI,Telugu Desam,188555,Other,Result Declared,MALAGUNDLA SANKAR NARAYANA,Yuvajana Sramika Rythu Congress Party
19,Aska,ANITA SUBHADARSHINI,Bharatiya Janata Party,99974,BJP,Result Declared,RANJITA SAHU,Biju Janata Dal
19,Attingal,ADV ADOOR PRAKASH,Indian National Congress,684,INC,Result Declared,V JOY,Communist Party of India (Marxist)
19,Aurangabad,BHUMARE SANDIPANRAO ASARAM,Shiv Sena,134650,Other,Result Declared,IMTIAZ JALEEL SYED,All India Majlis-E-Ittehadul Muslimeen
19,BHOPAL,ALOK SHARMA,Bharatiya Janata Party,501499,BJP,Result Declared,ADVOCATE ARUN SHRIVASTAVA,Indian National Congress
19,Dahod,JASWANTSINH SUMANBHAI BHABHOR,Bharatiya Janata Party,333677,BJP,Result Declared,DR. PRABHABEN KISHORSINH TAVIYAD,Indian National Congress
19,Fatehpur Sikri,RAJKUMAR CHAHAR,Bharatiya Janata Party,43405,BJP,Result Declared,RAMNATH SINGH SIKARWAR,Indian National Congress
19,Joynagar,PRATIMA MONDAL,All India Trinamool Congress,470219,Other,Result Declared,ASHOK KANDARY,Bharatiya Janata Party
19,Maharajganj,"JANARDAN SINGH ""SIGRIWAL""",Bharatiya Janata Party,102651,BJP,Result Declared,AAKASH KUMAR SINGH,Indian National Congress
19,NILGIRIS,RAJA A,Dravida Munnetra Kazhagam,240585,Other,Result Declared,DR MURUGAN L,Bharatiya Janata Party
19,Tumkur,V. SOMANNA,Bharatiya Janata Party,175594,BJP,Result Declared,S.P. MUDDAHANUMEGOWDA,Indian National Congress
19,UDAIPUR,MANNA LAL RAWAT,Bharatiya Janata Party,261608,BJP,Result Declared,TARACHAND MEENA,Indian National Congress
20,BANSWARA,RAJ KUMAR ROAT,Bharat Adivasi Party,247054,Other,Result Declared,MAHENDRAJEETSINGH MALVIYA,Bharatiya Janata Party
20,Berhampur,DR. PRADEEP KUMAR PANIGRAHY,Bharatiya Janata Party,165476,BJP,Result Declared,BHRUGU BAXIPATRA,Biju Janata Dal
20,COIMBATORE,GANAPATHY RAJKUMAR P,Dravida Munnetra Kazhagam,118068,Other,Result Declared,ANNAMALAI K,Bharatiya Janata Party
20,Dindori,BHASKAR MURLIDHAR BHAGARE,Nationalist Congress Party – Sharadchandra Pawar,113199,Other,Result Declared,DR. BHARATI PRAVIN PAWAR,Bharatiya Janata Party
20,Firozabad,AKSHAYA YADAV,Samajwadi Party,89312,Other,Result Declared,VISHWADEEP SINGH,Bharatiya Janata Party
20,Hindupur,B K PARTHASARATHI,Telugu Desam,132427,Other,Result Declared,J SHANTHA,Yuvajana Sramika Rythu Congress Party
20,Mandya,H.D. KUMARASWAMY,Janata Dal (Secular),284620,Other,Result Declared,VENKATARAMANE GOWDA (STAR CHANDRU),Indian National Congress
20,Mathurapur,BAPI HALDAR,All India Trinamool Congress,201057,Other,Result Declared,ASHOK PURKAIT,Bharatiya Janata Party
20,RAJGARH,RODMAL NAGAR,Bharatiya Janata Party,146089,BJP,Result Declared,DIGVIJAYA SINGH,Indian National Congress
20,Saran,RAJIV PRATAP RUDY,Bharatiya Janata Party,13661,BJP,Result Declared,ROHINI ACHARYA,Rashtriya Janata Dal
20,Thiruvananthapuram,SHASHI THAROOR,Indian National Congress,16077,INC,Result Declared,RAJEEV CHANDRASEKHAR,Bharatiya Janata Party
20,Vadodara,DR. HEMANG JOSHI,Bharatiya Janata Party,582126,BJP,Result Declared,PADHIYAR JASHPALSINH MAHENDRASINH (BAPU),Indian National Congress
21,Chhota Udaipur,JASHUBHAI BHILUBHAI RATHVA,Bharatiya Janata Party,398777,BJP,Result Declared,SUKHRAMBHAI HARIYABHAI RATHWA,Indian National Congress
